inchikey,std_smiles,pchembl_DprE1,pchembl_InhA,pchembl_KasA
MPMPKDWQOVDGGV-UHFFFAOYSA-N,Cc1nc(N(C)c2ccc(OCC(=O)NO)cc2)c2ccccc2n1,,,5.93
MPRBSRIDMUQDOH-SECBINFHSA-N,Cc1ccc(-c2nnc(CNC(=O)[C@@H](C)N)o2)cc1,,,6.92
MQHAQPRTLMGUHC-UHFFFAOYSA-N,COc1ccc(C(=O)NO)cc1OCc1ccc(Cl)cc1,,,6.74
MQHBWYZOWJRLQE-AWEZNQCLSA-N,O=C1OC[C@@H](c2ccccc2)N1c1ccc(-c2noc(C(F)(F)F)n2)c(F)c1,,,5.35
MQOYYWXYQFXAQL-CMDGGOBGSA-N,CN(C)C(=O)/C=C/c1cc(C(F)(F)F)cc2c(=O)nc(N3CCN(CC4CCCCC4)CC3)sc12,5.9,,
MQPZHWGENZKWDV-UHFFFAOYSA-N,O=C(Cn1cncn1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,,,5.7
MQRZDKMXNGUVAV-RPWUZVMVSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccncc3nc2OC)[nH]1,,,5.44
MQWJSZLCUHDPRW-VGOFMYFVSA-N,O=C(/C=C/c1ccc(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)Nc2ccc(Cl)cc2)cc1)NO,,,6.61
MQXHVDRLLDPMQG-UHFFFAOYSA-N,O=C(NO)c1ccc(CN2CCCCc3ccccc32)cc1,,,5.25
MREATSZIGJDNKB-HLIPFELVSA-N,O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(F)cn2)cc1,,,6.55
MRHRACKJKBOJEI-UHFFFAOYSA-N,COc1ccc(C(=O)NO)cc1NC(=O)c1ccc(-c2ccccc2)cc1,,,7.234999999999999
MRHWUVIPEQXFDN-UHFFFAOYSA-N,COCCN1Cc2ccccc2N(Cc2ccc(-c3noc(C(F)(F)F)n3)cn2)C1=O,,,5.64
MRIGHUMOWXZEEI-UHFFFAOYSA-N,COc1ccc2c(c1)C(=O)N(CCCCCC(=O)NO)c1ccccc1S2(=O)=O,,,5.55
MRMUAYPCAHYAPX-LOAGWBBBSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,8.7,
MRSJGZOHZHYGIE-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,,,6.46
MRUDRVNRZAGSAD-BJKOFHAPSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cc(F)c(N)nc2=O)cc1,,7.44,
MRVLGOUKYLMZRB-UHFFFAOYSA-N,O=C(NC(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1)C(F)(F)F,,,4.35
MRWCVKLVSWYIFO-UHFFFAOYSA-N,O=C(NO)c1cnc(NC2(c3ccccc3)CCC(F)(F)CC2)nc1,,,4.8
MSAPNOBIEOSWMP-ODRUSHIJSA-N,COc1ccc2c(c1)OCCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]3OCC[C@H]31)S2(=O)=O,,10.05,
MSFUCFYAMWIZCT-UHFFFAOYSA-N,O=C(NO)c1ccc(CN2CC3(CCCCC3)c3ccccc32)cc1,,,6.6
MSHYQCFSRGHYAU-UHFFFAOYSA-N,CC(C)c1cc(C(=O)N2CCc3onc(C(=O)NCCCCCCC(=O)NO)c3C2)c(O)cc1O,,,5.75
MSSHYRGSWURQPK-CMDGGOBGSA-N,COc1cc(C(=O)c2csc(-c3ccc(NC(=O)/C=C/C(=O)NO)cc3)n2)cc(OC)c1OC,,,5.41
MSYJFZKTFYNIJP-UHFFFAOYSA-N,O=C(CCCCCOc1cccc(-c2nnc(-c3ccccc3)s2)c1)NO,,,5.52
MTFBNZRVTLRWBX-UHFFFAOYSA-N,CC1(c2ccc(C(=O)O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,4.1,,
MTJZBCIUWOYFBN-UHFFFAOYSA-N,CN1C(=O)N2Cc3c(c4cc(OCCN5CCOCC5)ccc4n3Cc3ccc(C(=O)NO)cc3)C(C3CCCCC3)(C2)C1=O,,,5.96
MTOQNLGMTJOJOF-UHFFFAOYSA-N,O=C(CCCCCn1cc(Nc2ncc(Cl)c(Nc3ccc(Cl)cc3)n2)cn1)NO,,,5.61
MTPYRVFUVRMYHV-UHFFFAOYSA-N,O=C(CCCCCCOc1cccc(-c2nnc(-c3ccccc3Cl)s2)c1)NO,,,5.82
MTSUXDMDZHIFBC-SANMLTNESA-N,O=C(COc1ccc2c(c1)CN(C(=O)CCc1ccccc1)[C@H](C(=O)NCCc1ccccc1)C2)NO,,,6.16
MTWPJCSHIGODDQ-UHFFFAOYSA-N,O=C(C1CCS(=O)(=O)CC1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,,,5.37
MUCCBEWLLGMTNZ-UHFFFAOYSA-N,Nc1nc(Cl)c2ncn(Cc3ccc(-c4noc(C(F)(F)F)n4)cc3F)c2n1,,,4.35
MUCRYNWJQNHDJH-OADIDDRXSA-N,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,,4.43,
MUFRSZQYYJFBJT-XBSCKGQLSA-N,CCC(CC)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc([C@H](O)CO)cc1,,9.765,
MUFRSZQYYJFBJT-YKDYVCSNSA-N,CCC(CC)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc([C@@H](O)CO)cc1,,10.185,
MUKKOILSTCMWPL-UHFFFAOYSA-N,O=C(NO)c1ccc(NC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,,,6.17
MULLJXKFRXICHS-UHFFFAOYSA-N,Cc1nc2ccccc2n1Cc1ccc(C(=O)NO)cc1F,,,6.7
MUNWAZFRKGVMPQ-RIRJJDMNSA-N,CCCC[C@H]1NC(=O)C[C@H]2/C=C/CCSSC[C@@H](NC1=O)C(=O)N[C@H]([C@@H](C)CC)[C@@H](O)CC(=O)O2,,,4.52
MURRZIYBHPBMJM-UHFFFAOYSA-N,COc1ccc2c(c1)C1=NCCN1C(=S)S2,,,5.11
MUSVYQMQNAIUDU-UHFFFAOYSA-N,O=c1c(O)ccccc1-c1ccccc1,,,9.28
MUTBJZVSRNUIHA-UHFFFAOYSA-N,O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1,,,7.605
MUTGTTZIVAJIJK-GFCCVEGCSA-N,O=C(N[C@@H](C(=O)O)c1ccccc1)c1cccc(=S)n1O,,,5.92
MUTPWJCHZIMJSP-UHFFFAOYSA-N,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CC2)CNC(=O)O3)nc1,,,4.7
MUZJLLCJRFKRAS-GOSISDBHSA-N,CNCc1ccc2c(c1)CN(C(=O)[C@H](N)Cc1ccc(Cl)cc1Cl)C2,,,6.75
MVBDRXROBNCUDL-UHFFFAOYSA-N,C[n+]1cccc(I)c1,,,5.33
MVGAXXKEFDOLGL-AIBWNMTMSA-N,CC(=O)CCCCC[C@H](NC(=O)C1CCCCN1C)C(=O)Nc1nc(-c2ccccc2)cs1,,,5.52
MVQVPJBJZKCDIS-UHFFFAOYSA-N,O=C(NO)c1ccc(CCCc2ccccc2)cc1,,,6.0
MVVFMQBQTUASSH-UHFFFAOYSA-N,CN(C)CCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCCC(=O)NO)cc3o2)cc1,,,5.6
MVXUFJCJHRVWJV-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)c1cnc2cc(-c3cccnc3)ccn12,,,6.43
MWBLVINYKQGTQU-UHFFFAOYSA-N,CC(C)CN(CCNCCN(CC(C)C)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,,5.0,
MWFVMBXDGNNVFA-UHFFFAOYSA-N,CS(=O)(=O)c1cc([N+](=O)[O-])c2sc(N3CCN(CC4CCOCC4)CC3)nc(=O)c2c1,4.99,,
MWIIDEOQBAQTQT-UHFFFAOYSA-N,N#Cc1cc(CN2C(=O)N(Cc3ccccc3)C(Cc3ccccc3)C(O)C2CCc2ccccc2)ccc1F,,7.48,
MWLFQRZKKHIDTM-KRWDZBQOSA-N,O=C(NO)c1ccc2c(c1)C[C@@H](Nc1nccc(-c3cccnc3)n1)CC2,,,6.41
MWLFQRZKKHIDTM-QGZVFWFLSA-N,O=C(NO)c1ccc2c(c1)C[C@H](Nc1nccc(-c3cccnc3)n1)CC2,,,7.1
MWLFQRZKKHIDTM-UHFFFAOYSA-N,O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3cccnc3)n1)CC2,,,6.14
MWOOKFFKOXBHCM-UHFFFAOYSA-N,Fc1cccc(NCc2ccc(-c3noc(C(F)(F)F)n3)cc2)c1,,,4.92
MXBJTNCGIKKFSM-IBHRRMRLSA-N,COC(=O)N[C@H](C(=O)NN(CCC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(-c2ccncc2)cc1)C(C)(C)C,,8.55,
MYECGGQVDVFJQK-BEWDYRFSSA-N,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,5.85,
MYGVGPGFPDQQRX-AHWVRZQESA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,,,4.83
MYGVGPGFPDQQRX-RSXGOPAZSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,,,5.47
MYNZGQDLFHVZAO-UHFFFAOYSA-N,Nc1cccc(-c2csc(NC(=O)CCCCCC(=O)NO)n2)c1,,,5.71
MYOYYYLRVOMBEC-QEGGNFSNSA-N,Cc1ccccc1CNC(=O)[C@H]1N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)CSC1(C)C,,7.06,
MYPZZBCHYVILMP-UKAHRKLESA-N,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NCc2ccccc2)CO1)C(c1ccccc1)c1ccccc1,,8.21,
MYVDTDSCLGKBKI-MUUNZHRXSA-N,CC1=N[C@H](CC(C)C)C(=O)N(Cc2ccc(C3CCCCC3)cc2)c2cc(C(=O)OC(C)(C)C)ccc21,,4.19,
MYVDTDSCLGKBKI-NDEPHWFRSA-N,CC1=N[C@@H](CC(C)C)C(=O)N(Cc2ccc(C3CCCCC3)cc2)c2cc(C(=O)OC(C)(C)C)ccc21,,4.12,
MZBVUVHKHBCOLN-MEBRKDOHSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(C)C,,8.49,
MZGBHXBISITPMC-XZOQPEGZSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1ccc(N)nc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,,6.39,
MZHWYMOGRPSKKJ-UCGXPXSYSA-N,CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H]1CCC(=O)N1)S(=O)(=O)c1ccc(OC)cc1,,9.21,
MZKAWTJEZRTNAV-FVRXXJLXSA-N,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C(\F)CCS)OC1=O,,,9.39
MZNARERCSNMRFL-UHFFFAOYSA-N,S=C1Sc2ccc(I)cc2C2=NCCN12,,,6.0
MZNJNQHQBXCJOK-UHFFFAOYSA-N,O=C1NCCCC1NCc1ccc(-c2noc(C(F)(F)F)n2)cn1,,,5.55
MZSBUEFOZQDGFE-UHFFFAOYSA-N,Cn1c(SCCCCCC(=O)O)nnc1-c1ccncc1,,,4.92
MZSLESUSLKWXOV-INIZCTEOSA-N,O=C(COc1ccc2c(c1)CN[C@H](C(=O)Nc1ccccc1)C2)NO,,,5.09
MZVXIBANHYWBKM-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(=O)NCCCCCCCC(=O)NO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,,6.16
MZWXGZXLHTZDBU-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1cc2cc(Cl)ccc2n1,,,6.43
NAFOVRNUFWFXOR-UHFFFAOYSA-N,CN(Cc1cn(-c2ccccc2)nn1)c1nc(=O)c2cc(S(C)(=O)=O)cc([N+](=O)[O-])c2s1,6.11,,
NAHXAFPFZQPKFV-AWEZNQCLSA-N,O=C1CC[C@@H](c2nc3ccccc3o2)N1c1ccc(-c2noc(C(F)(F)F)n2)cc1F,,,6.46
NAMOJMZBPJZNOD-CMDGGOBGSA-N,CCc1nc2cc(F)c(/C=C/C(=O)NO)cc2c(=O)n1CCc1ccccc1,,,6.12
NANOABNWBCFPIS-NCLPYWGKSA-N,CNC(=O)[C@@H](NC(=O)[C@@](O)(CCN(Cc1ccncc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,,8.7,
NAOJAOVLWAHYKJ-UHFFFAOYSA-N,COc1cc(COc2ccc(NC(=O)CCCCCCC(=O)OCCN=[N+]=[N-])cc2)cc(N=[N+]=[N-])c1,,,4.17
NAPITKZRBKREJG-UHFFFAOYSA-N,O=C(CCCCOc1cccc(-c2nnc(-c3ccccc3)s2)c1)NO,,,5.51
NASCAWUSOSJBJH-GOSISDBHSA-N,N[C@H](Cc1cccc(Cl)c1)C(=O)N1CCN(C(=O)c2cc(F)ccc2F)CC1,,,6.7
NAXINQWDISVTRE-UHFFFAOYSA-N,[N-]=[N+]=NCc1cc(COc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)cc(N=[N+]=[N-])c1,,,5.13
NBDCUQRDSOBLEM-UHFFFAOYSA-N,O=C(Cc1ccc(CCCCc2ccc3[nH]ccc3c2)cc1)NO,,,6.39
NBGWGRQEAYHRTC-GJZGRUSLSA-N,CC(C)C[C@H](N)C(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2,,,6.04
NBLACBQGLOJGII-UHFFFAOYSA-N,Cc1ccc(NCc2ccc(-c3noc(C(F)(F)F)n3)cn2)cn1,,,5.75
NBSDHIUZKGBOSD-UFFVCSGVSA-N,CCOc1ccc2nc(NC(=O)COc3ccc4cc(/C=C5/SC(=O)NC5=O)ccc4c3)sc2c1,,,4.77
NBUBHYJTHALYNG-NRFANRHFSA-N,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(-c3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,,,7.15
NBURMMWUYIZSHJ-FRCXCEOHSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@]23CC[C@@H](C)[C@H](C)[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)cc1,,6.34,
NBVPPLDMTKVENW-OAQYLSRUSA-N,O=C(NO)c1ccc(CN2c3ccccc3NC(=O)[C@H]2Cc2ccc(O)cc2)cc1,,,6.14
NBYWMEZLKSLXCD-UHFFFAOYSA-N,O=C(NO)c1ccc2sc(-c3ccc(F)cc3)nc2c1,,,6.47
NCBSVBAZJGJDCJ-UHFFFAOYSA-N,O=CN(O)CCCCCC(=O)Nc1ccccc1,,,5.17
NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,,9.36,
NCENGFDAAPLRTP-KNGUAOONSA-N,Cc1cccc(C)c1CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,,7.85,
NCHDLLLVKFZYFJ-BHDXBOSCSA-N,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N(C)C,,6.82,
NCIKNHSGMWWKJR-UHFFFAOYSA-N,O=C(NO)c1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1,,,6.66
NCLUKPQSAOTOJT-UHFFFAOYSA-N,CCCCc1ccc(-c2nc3ccc(C(=O)NO)cc3[nH]2)cc1,,,6.72
NCNDVUSSKZXMFT-QOMWVZHYSA-N,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2ccc(C(=O)O)cc2)c1)=N\O,,,4.53
NCNRHFGMJRPRSK-MDZDMXLPSA-N,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,,,7.16
NCTQFRQMATVPEX-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1ncc2cc(Br)cnc21,,,6.43
NCVURBUNXKFVGM-YTZZTNMDSA-N,CC(C)(C)S(=O)(=O)C[C@@H](Cc1cccc2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C,,9.13,
NCXSRNUEMUZOLT-BQYQJAHWSA-N,COC(=O)/C=C/c1cc(C(F)(F)F)cc2c(=O)nc(N3CCN(CC4CCCCC4)CC3)sc12,5.91,,
NCZMYLRFZJDWFS-CSKARUKUSA-N,COc1ccc(/C=C/C(=O)NO)c(-c2ccccc2)c1,,,7.14
NDFMAHPACZKESQ-UHFFFAOYSA-N,O=C(NO)c1ccc(CN(C2CC2)S(=O)(=O)c2cc(F)c(F)c(F)c2)cc1,,,6.56
NDNYFIDAEMXMHA-LOAGWBBBSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(-c3ccncc3)cc2)NC(=O)O[C@H]2CCOC2)cc1,,8.42,
NDWVAHMCNHGVBK-XDJHFCHBSA-N,COc1ccc(/C=C(\C)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCCCCCCCC(=O)NO,,,5.31
NDYGPGKFUUCKOT-FXVJXKIMSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CCCCOC2)cc1,,9.09,
NEABZPBSTVJYAP-IKKXBQPXSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3CO[C@H]4OC2C[C@@H]34)cc1,,10.47,
NEGLYSNZRMUEHF-ZEQRLZLVSA-N,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)NCc2cccc(OCc3ccccc3)c2)N1,,,8.05
NEKUMOHJPUSVPP-UHFFFAOYSA-N,O=C(CCCCCCC(=O)Nc1cccc(-n2cc(-c3ccccc3)nn2)c1)NO,,,5.38
NEPQBBVCSCQBPQ-FQEVSTJZSA-N,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)NCCCCCCCCC(=O)NO)C(=O)O)cc3)nc2c(=O)[nH]1,,,5.81
NEQKOPXCTPYQIB-PIZZNKLWSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(-c2cccnc2)cc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,9.48,
NESNIDDWICBBQX-MTJSOVHGSA-N,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C2\NC(=O)c3ccccc32)cc1,,,5.97
NEUMQEXVNPTVQU-HQHCPXFPSA-N,CC(C)(CC(=O)O)CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CC(C)(C)CC(=O)O,,4.56,
NEUWQPUASIVOKC-UHFFFAOYSA-N,O=C(NO)c1ccc(CN2CCCCc3cc(Br)ccc32)cc1,,,5.36
NFEAFZINXHGOQE-UHFFFAOYSA-N,COc1ccc(C(=O)NO)cc1S(=O)(=O)Nc1ccc(C)cc1,,,7.7
NFGKPPMBCKKZQS-UHFFFAOYSA-N,COc1cnnc(OCc2ccc(-c3noc(C(F)(F)F)n3)c(F)c2)c1,,,5.62
NFUKCCHKXJDEGH-SDNWHVSQSA-N,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCCN1CCCC1=O)NO,,,6.14
NFVVUJNRHLZQJQ-UHFFFAOYSA-N,O=C1NCCCCC1NCc1ccc(-c2noc(C(F)(F)F)n2)cn1,,,5.48
NGLUZLJLVYSKLA-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)NCCCCCCNC(=O)CS)cc1,,,4.72
NGTLBSGOPOBCFZ-VQHVLOKHSA-N,O=C(/C=C/c1ccc(CNCC2CCCCC2)c(F)c1)NO,,,6.14
NGYOPWDMSVAJJM-XFBWMNOSSA-N,CC(=O)N[C@H](CS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCc1ccccc1C,,9.57,
NHADSGNTVIOZIO-UHFFFAOYSA-N,COc1ccc(-c2ccc3nn(C(Cc4ccccc4)C(=O)NO)c(C#CC4CC4)c3c2)cn1,,,6.43
NHCMWQJJNXAXQD-XOXSPBJDSA-N,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,6.1,
NHGBNOAKUYIIHC-UHFFFAOYSA-N,CN1C(=O)C2CN(Cc3c2c2ccccc2n3Cc2ccc(C(=O)NO)cc2)C1=S,,,7.39
NHJQEOOHAHPQLQ-QKKKBVRASA-N,COC(=O)N[C@H](C(=O)NN(CCC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(OCc2cnc(Cl)s2)cc1)C(C)(C)C,,8.26,
NHXGMOTURBJIGL-GGWOSOGESA-N,C#Cc1nc(/C=C/C=C/C(=O)NO)cs1,,,6.17
NIGUYUCDTNXPAD-UHFFFAOYSA-N,Cn1nccc1-c1nccc2c1cnn2C(Cc1ccccc1)C(=O)NO,,,6.9
NIKVEWZRPCAHDY-UHFFFAOYSA-N,Cc1ncc(CC(=O)N(Cc2ccc(-c3noc(C(F)(F)F)n3)cn2)c2cccc(F)c2)s1,,,5.62
NIMMEPTTWPPFDZ-UHFFFAOYSA-N,Fc1cc(COc2ccc3ncnn3c2)ccc1-c1noc(C(F)(F)F)n1,,,4.96
NIPBMFGYDVDWRN-AJQTZOPKSA-N,CCCN(C)C(=O)c1cc(NC)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)c1,,6.75,
NIXOIBDALBDEAM-QHCPKHFHSA-N,O=C(N[C@@H](CCCCNC(=O)c1ccccc1O)c1ncc(-c2ccc3ccccc3c2)[nH]1)c1cncs1,,,4.89
NIZKZMLJMFCQSW-WZBBYCBSSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)O[C@H]1CC2CO[C@H]3OCC[C@@H]1[C@@H]23)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,,10.92,
NJBKJANCBPKJKY-UHFFFAOYSA-N,O=C(C1CCN(C2CC2)CC1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(F)c1,,,5.75
NJCGMBWXZHLNNO-OWOJBTEDSA-N,O=C(/C=C/c1csc(Br)n1)NO,,,5.92
NJFOPBAYNBFSJI-UHFFFAOYSA-N,Fc1cccc(C2COCCN2c2ccc(-c3noc(C(F)(F)F)n3)cn2)c1,,,5.64
NJHDBTBFXGISFB-UHFFFAOYSA-N,CN1CCC(C(=O)N(Cc2ccc(-c3noc(C(F)(F)F)n3)cn2)c2cccc(F)c2)C1,,,5.7
NJWMQPKGZBXBSU-UHFFFAOYSA-N,FC(F)(F)c1nc(-c2ccc(N3CCCC3c3ccccn3)nc2)no1,,,5.47
NJZMSAAKSXZIEC-UQOIKQOMSA-N,C/C(=C\CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O,,4.7,
NKIHQAYZTNJYNF-UHFFFAOYSA-N,O=C(CCCCCCCCC(=O)NCCCN1c2ccccc2CCc2ccc(Cl)cc21)NO,,,6.06
NKJANSUNVHHIIX-FLXBVFITSA-N,CCC(=O)CCCCC[C@@H]1NC(=O)[C@@H](C)n2nncc2[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,,,6.970000000000001
NKLBOHKCOCFKBI-JODKNOQASA-N,CC(C)CN(C[C@@H](O)[C@H](CC12CC3CC(CC(C3)C1)C2)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,,8.47,
NKUCLDPJMBMPKV-QWOOXDRHSA-N,CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc(C(=O)N(C)Cc2nc(C)oc2C)c1,,8.3,
NLFOGCNUIMUZSG-GJZGRUSLSA-N,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NC1CCCC1)NO,,,5.67
NLIBKESLXRYMGS-VPUSJEBWSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,,,5.4
NLOPDNFVGBQPLK-UHFFFAOYSA-N,O=C(NO)c1cccc(NC(=O)c2ccccc2)c1,,,6.24
NLVQBQDPVQFHRY-SFHVURJKSA-N,COc1ccc(CNC(=O)[C@H](CCC(=O)O)NC(=O)Cc2ccc(Br)cc2)cc1,,,5.54
